Player,Position,General_Position,Games_Played,Games_Started,Games_Missed,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,REB,AST,STL,BLK,TOV,PTS,Season
Frank Kaminsky,C,C,32,13,15,15.08,2.6,5.4,0.471,0.8,2.0,0.406,0.6,1.0,0.606,3.7,1.6,0.3,0.4,0.5,6.6,2020-2021
Enes Kanter,C,C,47,32,0,26.65,5.1,8.4,0.609,0.0,0.0,0.0,1.9,2.5,0.784,11.6,1.2,0.5,0.7,1.2,12.2,2020-2021
Luke Kennard,SG,G,44,9,6,19.66,3.1,6.4,0.482,1.6,3.5,0.471,0.4,0.4,0.842,2.7,1.7,0.3,0.2,0.7,8.1,2020-2021
Maxi Kleber,PF,F,34,28,12,27.69,2.4,5.6,0.435,1.9,4.3,0.434,0.9,1.0,0.914,5.5,1.4,0.5,0.8,0.6,7.7,2020-2021
Nathan Knight,PF,F,19,0,29,7.39,1.1,2.5,0.438,0.3,0.8,0.312,1.3,1.6,0.833,1.9,0.2,0.2,0.3,0.5,3.8,2020-2021
Kevin Knox,SF,F,32,0,16,13.37,1.6,4.1,0.392,1.0,2.5,0.388,0.4,0.5,0.812,1.7,0.5,0.3,0.2,0.5,4.6,2020-2021
John Konchar,SG,G,22,0,23,14.83,1.4,3.2,0.437,0.4,1.1,0.36,0.8,0.9,0.85,3.3,1.1,0.9,0.2,0.4,4.0,2020-2021
Furkan Korkmaz,SG,G,37,5,11,19.28,2.9,7.5,0.392,1.6,4.5,0.357,1.2,1.6,0.754,2.1,1.1,0.8,0.2,0.9,8.8,2020-2021
Luke Kornet,PF,F,16,0,31,8.52,1.1,2.7,0.419,0.6,2.0,0.312,0.1,0.3,0.4,1.6,0.4,0.1,0.6,0.2,3.0,2020-2021
Rodions Kurucs,SF,F,16,0,34,5.68,0.4,1.5,0.25,0.2,1.1,0.176,0.1,0.1,0.5,0.9,0.4,0.4,0.2,0.6,1.0,2020-2021
Kyle Kuzma,SF,F,47,17,1,27.58,4.9,11.1,0.438,2.0,5.5,0.358,0.8,1.2,0.643,6.9,1.7,0.5,0.5,1.7,12.4,2020-2021
Anthony Lamb,SF,F,8,0,5,14.35,0.9,4.1,0.212,0.4,2.4,0.158,0.4,0.5,0.75,3.4,0.2,0.1,0.1,0.4,2.5,2020-2021
Jeremy Lamb,SG,G,28,8,18,21.49,3.4,7.7,0.444,1.5,3.6,0.416,2.1,2.2,0.951,3.5,1.6,0.8,0.5,0.6,10.4,2020-2021
Zach LaVine,SG,G,45,45,1,35.05,9.8,19.2,0.513,3.4,8.0,0.428,4.4,5.1,0.866,5.0,4.8,0.9,0.4,3.8,27.5,2020-2021
Jake Layman,SF,F,34,10,14,15.71,2.2,4.5,0.49,0.6,1.9,0.292,0.7,0.9,0.767,1.8,0.8,0.7,0.5,0.7,5.6,2020-2021
Jalen Lecque,PG,G,4,0,39,3.03,0.2,2.2,0.111,0.0,0.2,0.0,0.8,0.8,1.0,1.2,0.5,0.0,0.0,0.0,1.2,2020-2021
Damion Lee,SG,G,47,1,1,18.85,2.2,4.8,0.456,1.4,3.5,0.392,0.7,0.8,0.895,3.1,1.4,0.6,0.1,0.4,6.5,2020-2021
Saben Lee,PG,G,27,4,21,15.77,2.1,4.4,0.483,0.2,0.4,0.5,1.6,2.4,0.656,1.9,3.0,0.6,0.3,0.9,6.1,2020-2021
Alex Len,C,C,39,17,10,15.26,2.7,4.2,0.642,0.2,0.5,0.286,1.1,1.9,0.589,3.6,0.9,0.3,1.1,0.8,6.6,2020-2021
Kawhi Leonard,SF,F,41,41,9,34.59,9.4,18.3,0.513,1.9,5.0,0.387,5.1,5.9,0.876,6.4,4.9,1.8,0.5,1.9,25.9,2020-2021
Meyers Leonard,C,C,3,2,42,9.79,1.0,2.3,0.429,1.0,2.3,0.429,0.3,0.7,0.5,2.3,0.7,0.0,0.0,0.7,3.3,2020-2021
Caris LeVert,SG,G,22,14,26,29.79,6.5,15.7,0.41,1.8,5.5,0.325,2.2,2.8,0.787,4.2,5.1,1.4,0.3,1.9,16.9,2020-2021
Kira Lewis Jr.,PG,G,32,0,15,15.4,2.4,5.9,0.411,0.8,2.1,0.358,0.6,0.8,0.741,1.2,2.3,0.7,0.2,0.5,6.2,2020-2021
Damian Lillard,PG,G,45,45,2,36.16,9.2,20.5,0.447,4.2,11.0,0.379,7.3,7.8,0.943,4.3,7.8,0.9,0.2,3.2,29.8,2020-2021
Nassir Little,PF,F,29,2,18,13.94,1.7,3.7,0.449,0.8,2.0,0.379,1.0,1.2,0.857,2.6,0.4,0.1,0.4,0.4,5.1,2020-2021
Kevon Looney,C,C,37,15,11,15.5,1.6,2.8,0.588,0.1,0.3,0.4,0.5,0.7,0.741,4.1,1.8,0.4,0.4,0.6,3.9,2020-2021
Brook Lopez,C,C,47,47,0,27.15,4.1,8.7,0.469,1.4,4.3,0.332,1.5,1.8,0.837,5.1,0.8,0.6,1.4,1.0,11.1,2020-2021
Robin Lopez,C,C,47,9,0,20.18,3.4,5.7,0.601,0.1,0.4,0.294,1.5,2.1,0.704,4.2,0.9,0.3,0.7,1.0,8.4,2020-2021
Kevin Love,PF,F,5,5,43,15.65,2.2,6.4,0.344,1.4,3.6,0.389,1.4,1.8,0.778,3.4,1.6,0.2,0.0,1.2,7.2,2020-2021
Kyle Lowry,PG,G,39,39,9,34.56,5.6,12.9,0.436,2.7,6.9,0.394,3.0,3.4,0.881,5.4,7.3,1.0,0.3,2.8,17.0,2020-2021
Timothe Luwawu-Cabarrot,SF,F,42,7,7,19.09,2.3,6.3,0.368,1.4,4.2,0.333,0.6,0.8,0.781,2.4,1.3,0.7,0.1,0.8,6.7,2020-2021
Trey Lyles,PF,F,23,9,23,15.56,1.9,3.9,0.478,0.6,1.7,0.35,0.7,1.0,0.652,3.7,0.6,0.3,0.0,0.3,5.0,2020-2021
Will Magnay,C,C,1,0,5,3.27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-2021
Thon Maker,C,C,8,0,4,9.56,1.2,2.2,0.556,0.0,0.2,0.0,1.2,1.4,0.909,2.2,0.5,0.2,0.5,0.4,3.8,2020-2021
Theo Maledon,PG,G,41,25,6,27.11,3.1,8.2,0.374,1.7,4.5,0.366,0.9,1.2,0.76,3.4,3.4,1.0,0.1,2.0,8.7,2020-2021
Karim Mane,PG,G,9,0,39,9.38,0.2,1.3,0.167,0.1,0.2,0.5,0.4,0.4,1.0,1.6,0.4,0.0,0.2,0.3,1.0,2020-2021
Terance Mann,SG,G,47,4,3,18.02,2.4,4.9,0.5,0.4,1.1,0.396,1.1,1.4,0.773,3.9,1.5,0.4,0.2,0.6,6.4,2020-2021
Nico Mannion,PG,G,18,1,30,13.59,1.6,4.5,0.346,1.0,2.5,0.4,0.9,1.1,0.8,1.7,2.6,0.7,0.0,1.1,5.0,2020-2021
Boban Marjanovic,C,C,22,2,24,8.42,2.0,4.1,0.489,0.0,0.2,0.0,0.6,0.8,0.722,4.0,0.3,0.0,0.1,0.4,4.6,2020-2021
Lauri Markkanen,PF,F,26,25,20,29.73,6.2,12.9,0.478,2.7,7.0,0.385,2.2,2.6,0.836,6.0,1.0,0.5,0.4,1.3,17.2,2020-2021
Naji Marshall,SF,F,7,0,40,3.3,0.1,0.9,0.167,0.0,0.3,0.0,0.1,0.3,0.5,0.3,0.3,0.0,0.1,0.1,0.4,2020-2021
Caleb Martin,SF,F,33,1,14,13.87,1.8,4.7,0.396,0.6,2.1,0.309,0.7,1.1,0.595,2.4,1.0,0.8,0.2,0.6,5.0,2020-2021
Cody Martin,SF,F,35,2,12,14.05,1.6,3.4,0.466,0.3,1.1,0.27,0.5,0.7,0.667,2.6,1.5,0.6,0.2,0.6,3.9,2020-2021
Kelan Martin,SF,F,14,0,32,3.86,0.5,1.5,0.333,0.1,0.6,0.222,0.1,0.1,1.0,0.9,0.1,0.2,0.1,0.3,1.3,2020-2021
Kenyon Martin Jr.,SF,F,20,0,27,18.93,2.6,5.1,0.52,0.4,1.1,0.364,1.1,1.4,0.759,4.6,0.6,0.6,0.9,1.0,6.8,2020-2021
Frank Mason III,PG,G,4,1,2,19.82,2.2,6.0,0.375,0.5,1.2,0.4,1.2,1.8,0.714,3.0,3.0,0.0,0.0,1.2,6.2,2020-2021
Garrison Mathews,SG,G,41,21,6,18.4,1.9,4.3,0.432,1.4,3.5,0.415,1.5,1.7,0.882,1.6,0.5,0.6,0.1,0.1,6.6,2020-2021
Dakota Mathias,SG,G,8,2,6,15.43,2.4,6.0,0.396,1.0,3.2,0.308,0.2,0.8,0.333,0.9,1.6,0.1,0.4,0.1,6.0,2020-2021
Wesley Matthews,SG,G,41,5,7,20.25,1.5,4.2,0.36,1.1,3.3,0.346,0.4,0.5,0.857,1.6,1.0,0.6,0.3,0.4,4.6,2020-2021
Tyrese Maxey,SG,G,42,6,6,14.87,3.1,6.8,0.453,0.5,1.6,0.288,0.7,0.8,0.857,1.7,1.6,0.4,0.2,0.6,7.4,2020-2021
Skylar Mays,SG,G,21,0,27,7.93,1.1,2.8,0.39,0.5,1.3,0.37,0.8,1.0,0.85,1.0,1.0,0.3,0.0,0.3,3.5,2020-2021
Patrick McCaw,SF,F,5,0,43,6.68,0.2,0.2,1.0,0.0,0.0,0.0,0.6,0.6,1.0,0.6,0.8,0.4,0.0,0.0,1.0,2020-2021
CJ McCollum,SG,G,22,22,25,32.96,8.6,19.5,0.443,4.2,10.3,0.407,2.8,3.1,0.884,3.8,4.7,1.0,0.5,1.3,24.2,2020-2021
T.J. McConnell,PG,G,43,2,3,25.19,3.4,6.3,0.541,0.2,0.5,0.304,0.4,0.7,0.571,3.6,6.5,1.8,0.3,1.8,7.3,2020-2021
Jaden McDaniels,PF,F,41,7,7,21.6,2.5,5.6,0.442,1.1,3.0,0.377,0.3,0.7,0.5,3.5,1.1,0.5,1.0,0.7,6.4,2020-2021
Jalen McDaniels,SF,F,22,1,25,10.86,1.5,3.5,0.442,0.4,1.3,0.276,0.7,1.0,0.714,2.1,0.5,0.1,0.2,0.8,4.1,2020-2021
Doug McDermott,PF,F,44,16,2,24.97,5.2,10.0,0.52,1.8,4.5,0.389,1.2,1.5,0.831,3.8,1.4,0.3,0.1,0.9,13.4,2020-2021
Sean McDermott,SF,F,11,0,34,12.95,1.1,2.5,0.429,0.5,1.6,0.278,0.7,0.7,1.0,1.5,0.4,0.2,0.2,0.4,3.4,2020-2021
JaVale McGee,C,C,33,1,15,15.24,3.4,6.5,0.521,0.2,0.6,0.25,1.1,1.7,0.655,5.2,1.0,0.5,1.2,1.4,8.0,2020-2021
Rodney McGruder,SG,G,16,2,32,12.1,2.3,4.4,0.529,0.7,1.5,0.458,0.4,0.5,0.75,1.4,1.0,0.5,0.1,0.4,5.7,2020-2021
Alfonzo McKinnie,SF,F,26,0,22,5.02,0.9,1.8,0.522,0.3,0.8,0.381,0.3,0.4,0.636,1.1,0.1,0.1,0.0,0.1,2.4,2020-2021
Jordan McLaughlin,PG,G,28,0,20,19.48,2.0,5.5,0.361,0.6,1.8,0.333,0.3,0.4,0.75,2.2,4.5,1.1,0.2,1.1,4.9,2020-2021
Ben McLemore,SG,G,31,4,16,17.18,2.5,7.1,0.355,1.7,5.2,0.327,0.7,1.0,0.719,2.1,0.9,0.6,0.1,0.9,7.5,2020-2021
Nicolo Melli,PF,F,24,0,23,10.76,0.8,2.8,0.288,0.3,1.6,0.205,0.2,0.3,0.857,2.5,1.1,0.4,0.0,0.3,2.2,2020-2021
De'Anthony Melton,PG,G,33,1,12,19.91,3.7,7.7,0.475,1.7,3.8,0.433,0.8,1.1,0.771,3.2,2.6,1.2,0.5,1.3,9.8,2020-2021
Sam Merrill,SG,G,21,1,26,7.12,1.0,2.0,0.465,0.6,1.3,0.464,0.1,0.1,1.0,1.0,0.8,0.2,0.0,0.4,2.6,2020-2021
Chimezie Metu,C,C,16,0,31,8.61,1.8,3.1,0.571,0.2,0.4,0.429,0.4,0.6,0.7,2.3,0.7,0.2,0.6,0.6,4.1,2020-2021
Khris Middleton,SF,F,46,46,1,33.49,7.6,15.4,0.491,2.2,5.1,0.436,3.0,3.4,0.878,6.0,5.4,1.1,0.2,2.7,20.3,2020-2021
Darius Miller,SF,F,15,0,32,10.9,1.2,2.5,0.486,0.9,2.1,0.438,0.6,0.6,1.0,1.4,1.1,0.6,0.3,0.4,3.9,2020-2021
Patty Mills,PG,G,45,0,1,25.89,4.3,10.1,0.43,2.7,6.9,0.389,1.2,1.3,0.915,1.7,2.6,0.7,0.0,1.0,12.6,2020-2021
Paul Millsap,PF,F,38,34,10,23.07,3.6,7.0,0.509,1.1,2.7,0.385,1.4,1.9,0.703,4.9,1.8,0.9,0.7,0.9,9.6,2020-2021
Shake Milton,SG,G,40,2,8,24.61,5.1,11.2,0.457,1.1,3.3,0.328,2.8,3.2,0.859,2.4,3.1,0.6,0.3,1.8,14.1,2020-2021
Donovan Mitchell,SG,G,44,44,3,33.6,8.8,20.0,0.439,3.4,8.6,0.399,4.7,5.6,0.841,4.5,5.5,1.0,0.3,3.0,25.7,2020-2021
Adam Mokoka,SG,G,9,0,37,5.19,0.7,1.7,0.4,0.1,0.9,0.125,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.2,1.4,2020-2021
Malik Monk,SG,G,32,0,15,21.7,4.6,10.1,0.46,2.2,5.2,0.424,1.7,2.0,0.815,2.7,1.9,0.5,0.1,1.5,13.1,2020-2021
E'Twaun Moore,SG,G,24,1,23,14.51,1.8,4.2,0.422,0.3,1.2,0.276,0.3,0.4,0.8,1.8,1.5,0.6,0.2,0.8,4.2,2020-2021
Ja Morant,PG,G,37,37,8,31.69,7.0,15.8,0.443,0.9,3.6,0.242,4.6,6.1,0.764,3.4,7.5,0.9,0.2,2.9,19.5,2020-2021
Juwan Morgan,PF,F,19,0,28,4.42,0.4,0.9,0.412,0.2,0.6,0.273,0.1,0.3,0.2,0.8,0.2,0.2,0.0,0.1,0.9,2020-2021
Marcus Morris,PF,F,38,10,12,25.4,4.4,10.0,0.446,2.4,5.2,0.462,1.2,1.4,0.855,3.8,1.1,0.5,0.3,0.8,12.6,2020-2021
Markieff Morris,PF,F,42,18,6,18.93,2.4,5.5,0.425,1.1,3.3,0.35,0.7,1.0,0.725,4.5,1.0,0.3,0.3,0.8,6.5,2020-2021
Monte Morris,PG,G,36,10,12,27.23,4.0,8.5,0.471,1.1,3.2,0.351,1.3,1.8,0.762,2.2,3.4,0.7,0.3,0.7,10.4,2020-2021
Mychal Mulder,PG,G,40,2,8,9.85,1.2,2.9,0.419,1.0,2.5,0.396,0.2,0.4,0.588,0.8,0.4,0.2,0.2,0.2,3.7,2020-2021
Dejounte Murray,PG,G,45,45,1,31.69,6.5,14.3,0.456,0.9,3.0,0.308,1.7,2.1,0.806,7.0,5.2,1.5,0.1,1.7,15.6,2020-2021
Jamal Murray,PG,G,46,46,2,35.51,8.0,16.5,0.482,2.7,6.6,0.414,2.7,3.1,0.859,4.0,4.8,1.3,0.3,2.2,21.3,2020-2021
Mike Muscala,C,C,35,0,12,18.44,3.4,7.6,0.446,1.9,5.3,0.37,0.9,1.0,0.917,3.8,0.8,0.2,0.3,0.6,9.7,2020-2021
Sviatoslav Mykhailiuk,SF,F,43,7,3,18.39,2.7,6.7,0.399,1.7,4.8,0.341,0.6,0.7,0.774,2.3,1.6,0.8,0.2,1.2,7.6,2020-2021
Abdel Nader,SF,F,24,0,23,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.2,1.5,0.757,2.6,0.8,0.4,0.4,0.8,6.7,2020-2021
Larry Nance Jr.,PF,F,29,27,19,32.75,4.0,8.1,0.487,1.2,3.3,0.379,0.9,1.4,0.634,7.1,3.1,1.8,0.6,1.5,10.1,2020-2021
Aaron Nesmith,SF,F,26,0,22,14.57,1.2,3.3,0.372,0.8,2.4,0.333,0.4,0.5,0.714,2.3,0.4,0.3,0.2,0.6,3.7,2020-2021
Raul Neto,PG,G,41,6,6,20.53,3.1,6.9,0.451,1.0,2.6,0.368,0.9,1.0,0.814,2.3,2.2,1.1,0.1,0.7,8.0,2020-2021
Georges Niang,PF,F,47,0,0,13.71,1.9,4.6,0.423,1.3,3.3,0.396,0.1,0.1,1.0,2.1,0.7,0.3,0.1,0.6,5.3,2020-2021
Zeke Nnaji,PF,F,31,1,17,10.47,1.4,2.6,0.524,0.6,1.5,0.413,0.4,0.5,0.8,1.7,0.2,0.1,0.1,0.2,3.8,2020-2021
Nerlens Noel,C,C,42,19,6,22.78,2.1,3.5,0.604,0.0,0.0,0.0,0.6,0.9,0.658,6.1,0.6,1.0,2.0,1.2,4.9,2020-2021
Jaylen Nowell,SG,G,34,0,14,19.47,3.8,8.6,0.445,1.4,3.7,0.362,1.1,1.4,0.83,2.4,1.6,0.6,0.3,0.7,10.1,2020-2021
Frank Ntilikina,PG,G,17,4,31,14.71,1.4,3.8,0.359,1.0,2.2,0.459,0.4,0.7,0.5,1.4,0.8,0.8,0.1,0.6,4.1,2020-2021
Kendrick Nunn,PG,G,38,26,11,28.61,5.2,11.4,0.457,2.0,5.4,0.372,1.0,1.1,0.907,3.1,2.6,1.0,0.2,1.5,13.5,2020-2021
Jusuf Nurkic,C,C,15,15,32,22.6,3.9,8.0,0.492,0.3,1.1,0.312,1.3,2.4,0.528,7.3,2.7,0.9,0.9,2.1,9.5,2020-2021
David Nwaba,SF,F,30,9,17,22.62,3.5,7.2,0.488,0.6,2.1,0.27,1.6,2.3,0.691,3.9,1.0,1.0,0.7,0.6,9.2,2020-2021
Jordan Nwora,SF,F,16,1,31,8.49,1.6,3.9,0.403,0.8,1.6,0.48,0.8,1.1,0.765,1.8,0.2,0.4,0.2,0.9,4.7,2020-2021
Royce O'Neale,SF,F,47,47,0,32.0,2.6,5.6,0.458,1.7,4.0,0.413,0.6,0.7,0.853,6.7,2.5,0.8,0.5,1.2,7.4,2020-2021
Semi Ojeleye,PF,F,40,9,8,19.13,1.8,4.4,0.408,1.2,3.1,0.392,0.6,0.8,0.733,2.9,0.8,0.3,0.0,0.4,5.3,2020-2021
Jahlil Okafor,C,C,12,0,36,9.97,2.1,3.5,0.595,0.0,0.2,0.0,0.1,0.2,0.5,2.2,0.2,0.2,0.2,0.3,4.2,2020-2021
Chuma Okeke,PF,F,32,6,16,23.01,2.3,5.4,0.428,1.1,2.7,0.4,0.5,0.7,0.727,3.9,2.0,0.8,0.4,0.8,6.2,2020-2021
Josh Okogie,SG,G,36,21,12,19.8,1.5,4.4,0.35,0.4,1.8,0.227,1.3,1.6,0.814,2.6,1.2,0.9,0.4,0.7,4.8,2020-2021
Onyeka Okongwu,C,C,26,1,22,8.97,1.2,2.0,0.604,0.0,0.0,0.0,0.5,0.8,0.571,2.3,0.2,0.3,0.5,0.4,2.9,2020-2021
Isaac Okoro,SG,G,43,43,5,31.93,2.9,7.0,0.413,0.8,2.8,0.283,1.2,1.7,0.68,2.8,1.8,1.0,0.4,1.5,7.8,2020-2021
KZ Okpala,PF,F,25,9,24,12.88,1.1,2.6,0.409,0.4,1.5,0.297,0.1,0.2,0.333,2.0,0.4,0.2,0.3,0.5,2.7,2020-2021
Victor Oladipo,SG,G,30,30,19,33.06,7.4,18.0,0.409,2.5,7.5,0.327,3.1,4.2,0.752,5.0,4.7,1.4,0.4,2.4,20.3,2020-2021
Kelly Olynyk,C,C,46,40,3,26.97,4.0,8.9,0.446,1.8,5.6,0.316,0.9,1.1,0.824,6.0,2.2,1.0,0.7,1.3,10.6,2020-2021
Miye Oni,SG,G,33,0,14,8.33,0.7,1.8,0.373,0.6,1.6,0.385,0.2,0.2,0.833,1.7,0.3,0.2,0.2,0.2,2.1,2020-2021
Cedi Osman,SF,F,45,17,3,24.92,3.5,9.8,0.354,1.7,5.6,0.307,1.2,1.6,0.746,3.4,2.6,1.0,0.2,1.0,9.9,2020-2021
Daniel Oturu,C,C,17,0,33,4.3,0.7,1.4,0.522,0.0,0.1,0.0,0.1,0.2,0.5,1.2,0.4,0.1,0.2,0.3,1.5,2020-2021
Kelly Oubre Jr.,SF,F,46,46,2,30.71,5.7,13.1,0.435,1.5,5.1,0.3,2.1,3.1,0.688,5.9,1.4,1.0,0.8,1.2,15.1,2020-2021
Jabari Parker,PF,F,3,0,41,9.08,1.3,2.3,0.571,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.3,1.0,2.7,2020-2021
Eric Paschall,PF,F,38,2,10,17.2,3.7,7.5,0.496,0.4,1.3,0.32,1.6,2.3,0.713,3.1,1.3,0.3,0.2,1.0,9.5,2020-2021
Anzejs Pasecniks,C,C,1,0,10,6.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2020-2021
Patrick Patterson,PF,F,21,2,29,13.25,1.7,3.6,0.474,1.0,2.5,0.396,0.3,0.4,0.75,1.7,0.6,0.4,0.2,0.4,4.7,2020-2021
Justin Patton,C,C,13,6,6,18.98,2.2,5.4,0.414,0.7,2.6,0.265,0.2,0.3,0.75,3.8,1.1,0.9,1.1,0.3,5.4,2020-2021
Chris Paul,PG,G,46,46,1,31.91,6.0,12.5,0.483,1.3,3.6,0.359,2.6,2.8,0.93,4.7,8.7,1.4,0.2,2.3,15.9,2020-2021
Cameron Payne,PG,G,36,0,11,16.89,2.6,5.4,0.472,1.0,2.4,0.398,0.7,0.8,0.897,2.2,3.6,0.6,0.2,1.0,6.8,2020-2021
Elfrid Payton,PG,G,39,39,9,27.17,5.0,11.5,0.438,0.5,1.8,0.254,1.6,2.3,0.719,3.8,3.5,0.8,0.2,1.8,12.2,2020-2021
Norvel Pelle,C,C,4,0,10,7.88,0.8,2.0,0.375,0.0,0.0,0.0,0.8,1.0,0.75,2.0,0.2,0.0,0.8,0.8,2.2,2020-2021
Reggie Perry,PF,F,16,0,33,11.2,1.7,4.0,0.422,0.2,1.1,0.222,0.5,0.7,0.727,3.8,0.8,0.2,0.4,0.8,4.1,2020-2021
Theo Pinson,SG,G,13,0,35,2.16,0.1,0.6,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.2,2020-2021
Mason Plumlee,C,C,46,46,2,27.57,4.2,7.0,0.603,0.0,0.2,0.0,2.1,3.2,0.655,9.3,3.6,0.8,0.9,2.0,10.5,2020-2021
Jakob Poeltl,C,C,46,28,0,25.23,3.6,5.7,0.631,0.0,0.0,0.0,0.7,1.8,0.39,8.0,1.8,0.6,1.6,1.2,7.9,2020-2021
Vincent Poirier,C,C,10,0,35,3.91,0.3,1.2,0.25,0.0,0.1,0.0,0.2,0.6,0.333,1.3,0.2,0.0,0.3,0.3,0.8,2020-2021
Aleksej Pokusevski,PF,F,27,10,20,22.62,2.3,7.6,0.307,1.0,4.1,0.234,0.6,0.7,0.895,4.7,1.8,0.4,1.0,1.6,6.3,2020-2021
